track_artist,released_year,danceability,energy,valence,tempo,number_of_songs
Leslie Grace,2019,77.4,79.7,42.6,93.0,1
Leslie Shaw,2019,84.6,78.9,80.6,98.0,1
Letra J,2019,72.2,60.2,49.2,87.0,1
Letters To Cleo,1905,27.3,84.0,65.6,208.5,1
Letters from the Fire,2018,39.4,91.2,41.5,162.0,1
Leven Kali,2018,31.4,39.9,30.2,169.5,1
Leventina,2018,83.5,99.6,46.6,125.0,1
Levert,1905,65.1,75.3,91.5,87.0,1
Levert,1988,85.4,60.3,84.7,101.0,1
Levert,1990,75.0,37.4,59.9,111.4,2
Levert,2010,71.0,84.5,80.2,93.0,1
Levi Belle,2020,90.7,83.9,66.5,105.0,1
Levianth,2019,58.6,83.7,25.8,145.2,2
Levianth,2020,30.1,82.4,13.4,149.7,1
Levyticus,2019,64.3,97.0,59.4,128.0,1
Lewis Blissett,2019,59.2,78.3,49.8,144.0,1
Lewis Capaldi,2019,61.7,58.9,40.3,112.8,8
Lewis Del Mar,2016,72.6,86.1,71.1,92.0,1
Lewis Monbarn,2019,83.1,99.3,74.7,124.0,1
Lewka,2019,69.2,86.1,55.8,115.0,1
Lexi Todd,2019,73.9,51.1,48.3,67.5,1
Ley,2019,73.0,53.6,77.8,81.0,1
Ley Line,2017,73.2,42.1,73.9,133.9,1
Ley Line,2019,63.3,44.4,58.3,110.0,1
Leyla Blue,2020,83.2,32.2,35.9,128.8,1
Leyze,2020,78.4,19.6,64.1,180.0,1
Lhasa De Sela,2009,64.6,27.7,46.6,109.1,1
Lia Marquis,2008,71.8,63.6,91.4,123.1,1
Liam Davison,2011,45.7,41.0,5.1,85.0,1
Liam Payne,2017,75.4,68.2,45.7,114.0,2
Liam Payne,2018,56.0,80.2,54.0,103.0,2
Liam Payne,2019,76.9,66.1,60.5,102.0,3
Lianna,2018,40.7,34.4,71.5,75.7,1
Lianne La Havas,2015,64.9,41.4,36.4,91.4,3
Liddy Clark,2019,58.1,74.0,32.3,142.0,1
Lidia Buble,2019,72.4,78.7,19.6,100.0,1
Life Like Charlie,2019,57.6,76.6,37.7,123.8,1
Life Sounds Nature,2015,22.6,44.2,2.3,78.0,1
Lifehouse,2005,46.1,44.6,37.5,139.9,1
Light Asylum,1905,49.7,92.6,15.7,140.1,1
Light The Torch,2018,38.9,97.2,19.0,82.5,1
Lighter Shade Of Brown,1991,93.1,75.4,71.4,106.8,1
Lighter Shade Of Brown,1994,73.7,93.5,65.6,100.0,1
Lighter Shade Of Brown,2002,78.4,76.5,84.5,94.8,1
Lighter Shade Of Brown,2006,78.8,52.4,81.0,83.1,1
Lights,2014,58.4,75.6,72.2,88.0,1
Lights,2016,65.7,38.4,37.4,124.0,1
Lights Of Euphoria,2003,70.8,89.8,16.6,134.0,1
Liimo,2019,63.3,84.4,75.5,149.9,1
Like,2016,45.8,75.7,61.8,184.0,1
Like,2019,56.6,64.4,60.1,83.6,1
Like A Storm,2012,49.3,84.1,14.0,160.0,1
Like Machines,2019,56.8,89.8,39.2,118.0,1
Like Swimming,2015,71.5,57.6,57.6,129.0,1
Likybo,2017,68.9,70.1,37.0,95.0,1
Lil Baby,2017,87.4,42.6,48.9,140.1,1
Lil Baby,2018,90.4,50.9,31.7,109.8,5
Lil Baby,2019,88.2,60.2,43.0,143.0,1
Lil Baby,2020,82.3,55.2,41.8,124.0,1
Lil Bibby,2014,58.7,49.7,13.7,70.1,1
Lil Bike,2019,87.4,75.8,82.3,126.1,1
Lil Blacky,2009,82.2,50.5,83.6,100.0,1
Lil C,2012,53.1,65.7,46.4,138.5,1
Lil Chainz,2019,86.4,67.3,37.8,116.6,1
Lil Cuete,2004,88.9,70.6,85.1,116.0,2
Lil Dicky,2015,83.0,62.2,39.9,111.0,3
Lil Dicky,2018,75.5,59.9,75.5,133.1,1
Lil Eli,2019,94.5,61.0,52.8,100.0,1
Lil Happy Lil Sad,2017,50.3,37.0,10.2,79.0,1
Lil Jon,2000,76.8,70.0,65.9,80.0,1
Lil Jon,2004,72.0,82.3,62.9,96.0,1
Lil Jon,2010,85.1,92.6,41.2,114.0,2
Lil Jon,2016,72.4,88.6,43.6,118.0,2
Lil Jon,2018,81.1,72.6,57.0,150.1,1
Lil Keke,1905,77.7,62.4,75.5,116.7,3
Lil Keke,2008,79.3,70.4,77.3,172.1,1
Lil Kleine,2017,92.9,79.4,81.6,120.0,1
Lil Loski,2019,69.1,61.9,68.0,85.5,1
Lil Menace,1905,90.3,75.8,32.1,93.5,1
Lil Mexico,2019,82.0,50.4,77.9,76.5,1
Lil Mop,2019,85.0,56.1,51.9,140.0,1
Lil Mosey,2018,71.5,57.9,41.6,109.7,3
Lil Mosey,2019,73.1,68.2,75.8,108.0,3
Lil Muk,2019,52.3,50.7,31.6,98.9,1
Lil Nas X,2019,79.4,62.8,52.5,142.3,7
Lil Peep,2017,63.8,65.8,24.2,115.0,2
Lil Peep,2018,66.9,57.4,27.3,120.0,1
Lil Peep,2019,69.6,60.3,41.6,141.4,4
Lil Pump,2017,88.5,69.1,72.0,125.3,3
Lil Pump,2019,63.8,63.3,62.4,159.9,1
Lil Reese,2015,65.8,49.1,22.9,110.0,1
Lil Rob,1905,59.8,78.1,62.6,97.5,1
Lil Rob,1997,68.2,63.0,35.7,132.5,2
Lil Rob,2013,79.6,72.4,31.6,96.0,1
Lil Scrappy,1905,88.0,69.3,76.7,75.6,1
Lil Scrappy,2003,81.9,84.5,61.1,78.0,1
Lil Scrappy,2006,75.9,82.2,16.8,90.0,1
Lil Scrappy,2009,85.8,73.1,13.9,86.0,1
Lil Skies,2017,74.5,64.6,46.0,80.0,1
Lil Skies,2019,64.9,45.3,43.1,99.2,1
Lil Suzy,1905,77.4,75.4,83.8,126.0,1
Lil Tecca,2019,69.8,60.3,36.0,166.5,7
Lil Tjay,2019,68.3,60.6,56.0,121.0,2
Lil Tjay,2020,88.6,33.6,53.6,100.0,1
Lil Toe,2018,74.7,50.5,43.4,149.9,1
Lil Uno,1905,64.2,83.1,65.1,93.5,1
Lil Uzi Vert,2015,77.6,76.2,67.8,120.0,1
Lil Uzi Vert,2016,84.0,59.8,48.2,147.1,2
Lil Uzi Vert,2017,75.5,72.8,43.0,140.9,2
Lil Uzi Vert,2019,82.1,49.7,25.4,137.3,3
Lil Wayne,1999,63.5,86.0,76.9,140.5,5
Lil Wayne,2004,77.0,78.2,69.8,131.4,4
Lil Wayne,2005,66.9,73.0,62.6,121.6,8
Lil Wayne,2007,45.7,81.5,23.7,150.9,1
Lil Wayne,2008,72.9,55.1,76.4,141.4,4
Lil Wayne,2009,78.2,93.9,74.9,96.0,1
Lil Wayne,2011,66.6,71.5,10.0,85.4,1
Lil Wayne,2016,50.2,78.6,73.9,169.0,1
Lil Wayne,2018,85.5,69.4,49.0,122.1,1
Lil West,2019,80.1,46.3,22.4,100.0,1
Lil Whigga,2019,85.2,51.4,30.8,135.0,2
Lil Wyte,2013,80.2,79.4,63.3,152.6,1
Lil Xan,2018,82.1,43.4,24.1,120.0,1
Lil Yachty,2017,87.8,57.0,22.8,135.6,2
Lila Downs,2019,77.1,63.8,65.3,98.0,1
Lilac,2019,59.9,33.6,18.4,123.0,1
Lilly Wood and The Prick,2014,76.0,88.6,78.0,123.0,1
Liltrxptendo,2018,71.7,54.3,55.0,83.0,1
Lily Allen,2006,63.2,63.9,73.3,95.5,1
Lily Allen,2009,74.7,88.2,89.4,125.8,2
Limahl,2008,78.8,51.8,85.9,123.0,1
Lime Cordiale,2019,68.7,70.8,89.0,152.9,1
Limp Bizkit,1905,43.2,88.4,62.4,109.0,1
Limp Bizkit,2000,57.6,86.4,60.9,97.2,1
Limp Bizkit,2005,59.4,93.9,72.2,96.3,1
Linas Music,2017,76.8,81.0,56.3,123.0,1
Linda Ronstadt,1905,66.9,52.0,63.4,104.8,1
Lindsay Lohan,2004,76.8,80.6,89.3,122.5,2
Lindsey Stirling,1905,43.2,68.4,13.5,139.9,2
Lindsey Stirling,2014,52.0,93.5,33.2,136.5,2
Lindsey Stirling,2019,51.4,85.6,35.1,117.0,1
Linear,2005,70.3,51.7,76.8,104.8,1
Linearwave,2019,73.6,54.3,65.9,90.0,1
Linier,2019,86.6,68.4,77.4,123.0,1
Liniker,2019,71.9,43.8,33.8,93.0,1
Liniker e os Caramelows,2015,51.4,28.9,36.5,77.5,1
Liniker e os Caramelows,2019,67.6,25.0,44.0,135.2,1
Linkin Park,2000,52.4,91.6,46.9,100.1,2
Linkin Park,2003,52.3,91.8,51.7,133.5,5
Linkin Park,2007,57.3,74.8,53.3,116.7,3
Linkin Park,2012,60.0,94.2,63.5,109.0,2
Linkin Park,2014,56.8,88.0,53.5,130.7,3
Linn da Quebrada,2018,38.3,50.8,22.6,124.8,1
Linn da Quebrada,2019,61.0,27.3,14.1,127.0,1
Linying,2016,34.7,37.1,10.9,80.2,2
Lionel Ferro,2020,76.7,64.3,66.5,93.0,1
Lionel Richie,1905,74.4,60.8,68.8,115.6,2
Lionel Richie,2003,74.1,57.6,76.4,108.8,1
Lionel Richie,2012,50.7,38.9,24.9,132.8,1
Liquid Soul,2015,65.4,82.2,6.0,135.0,1
Liquid Soul,2016,68.7,83.4,5.5,138.0,1
Liquid Soul,2018,74.4,65.1,19.0,138.0,1
Liricistas,2016,71.4,68.6,54.0,93.5,1
Liricistas,2018,67.2,84.2,58.6,85.5,1
Lisa Gey,2013,55.7,55.4,39.5,133.9,1
Lisa LeBlanc,2016,31.3,91.1,56.1,74.8,1
Lisa McClendon,1905,73.0,40.6,60.8,94.2,5
Lisa McClendon,2002,80.0,52.0,67.3,95.6,1
Lisa McClendon,2006,62.5,26.6,21.1,105.0,1
Lisa McClendon,2009,55.8,50.6,36.8,91.1,4
Lisa Shaw,2009,69.2,69.3,46.0,94.0,1
Lisbon,2014,61.7,87.1,77.5,107.0,1
Lisette Melendez,1905,60.6,94.7,78.9,119.1,1
Lisette Melendez,1991,69.3,89.4,77.3,118.8,1
Lisi,2019,92.1,42.8,51.0,140.0,1
Lissat,2017,76.6,70.8,72.4,122.0,1
Lit,1999,49.4,94.6,74.1,103.4,1
Lit Killah,2018,78.3,63.6,44.4,124.3,4
Lit Killah,2019,77.8,67.8,46.1,119.0,2
Lit Lords,2017,50.3,85.2,8.8,145.0,1
Lita Ford,1988,47.2,53.7,44.4,143.3,2
Lito Kirino,2016,70.9,61.7,42.3,141.8,1
Little Big Town,2016,53.0,76.8,43.2,143.9,1
Little Dragon,2008,65.1,63.0,68.4,58.1,1
Little Dragon,2011,83.7,51.6,21.3,139.0,1
Little Feat,2005,59.4,69.0,92.0,76.1,1
Little Giants,2016,67.6,90.3,34.9,120.0,1
Little Mix,2013,64.1,73.2,35.2,82.0,1
Little Mix,2015,65.6,76.8,47.8,102.5,2
Little Mix,2016,71.2,83.5,74.1,154.0,1
Little Mix,2017,69.0,73.2,67.6,113.9,2
Little Mix,2018,75.4,85.4,80.0,75.0,1
Little River Band,1905,54.0,46.5,34.1,94.7,1
Little Venice,2019,68.1,76.1,42.4,110.0,1
Little el Crack,2016,71.5,77.6,80.4,173.1,1
LittleKings,2017,75.9,74.7,61.6,124.0,1
Litvinenko,2018,76.4,74.7,50.2,95.3,3
Litvinenko,2019,80.8,83.7,39.0,107.5,2
Liu,2017,68.6,81.7,47.4,122.0,1
Liu,2018,80.4,91.8,13.8,125.0,1
Liv Dawson,2019,78.2,43.8,56.1,100.0,1
Liv Warfield,2006,83.7,32.5,38.4,116.0,1
Liv Young,2019,67.2,67.8,30.9,94.1,1
Live,2004,39.7,43.1,46.3,94.1,1
Living Legends,2004,83.5,89.9,61.3,106.0,1
Living Legends,2006,91.4,70.4,78.5,110.0,1
Liya Ag Ablil,2012,61.7,82.7,84.6,101.2,1
Liz Phair,2003,48.7,75.9,22.7,81.0,1
Lizandra,2019,43.4,22.0,30.7,96.1,1
Lizz Wright,2005,58.4,21.6,15.1,106.8,1
Lizzo,2016,69.8,77.2,47.4,127.0,2
Lizzo,2019,66.8,89.2,47.8,95.9,1
Lizzy McAlpine,2019,59.4,31.5,34.5,89.7,1
Lizzyloo,2019,60.0,64.8,28.0,120.0,1
Ljung,2019,73.5,56.7,49.4,108.0,1
Lkhn,2019,70.1,74.3,51.2,130.1,1
Llane,2019,83.8,74.6,62.2,101.0,1
Llewellyn,2017,75.7,83.5,55.1,125.0,1
Llewellyn,2019,70.2,75.4,38.7,124.0,1
Lloyd,2004,68.7,40.4,44.8,75.0,1
Lloyd,2007,61.7,89.0,68.8,129.1,2
Lloyd Banks,2004,66.0,86.1,79.8,174.1,2
Lloyd Banks,2006,55.3,86.2,71.6,123.7,1
Lloyd Cole,2019,65.5,76.1,59.0,90.0,1
Lloyd Cole and the Commotions,1987,73.9,59.4,96.7,129.0,1
Lluvia del Bosque,2017,44.4,90.5,5.3,149.9,1
Lng Sht,2015,58.4,79.1,68.2,190.2,1
Lng Sht,2019,71.6,64.4,45.2,93.9,2
Lo Lo,2018,74.1,64.3,66.0,90.0,1
LoNaranjaDeLaLuz,2019,61.5,78.4,71.1,130.2,1
LoaX,2018,44.5,81.0,27.9,128.0,1
Lobo,1993,53.0,57.3,69.6,99.1,2
Local Jane,2018,58.3,57.0,17.5,84.0,1
Local Natives,2010,58.8,52.9,59.1,96.0,1
Local Natives,2017,60.3,91.7,41.2,121.0,1
Local Natives,2019,54.2,81.1,58.0,120.5,1
Local Sound,2018,71.2,85.4,71.3,102.0,1
Lockeland,2019,58.9,84.4,73.5,134.0,2
Loco Escrito,2020,75.4,68.9,49.8,95.1,1
Lodel,2019,81.3,56.5,49.0,100.0,1
Logan Pollard,2018,49.5,33.0,57.2,140.1,1
Logan Romero,2019,81.6,63.0,34.2,94.0,2
Logic,2014,65.7,79.1,43.8,139.5,7
Logic,2015,67.2,84.6,54.2,108.8,9
Logic,2016,75.9,63.1,40.3,127.6,6
Logic,2017,76.1,78.0,48.5,122.9,7
Logic,2018,71.1,78.4,59.2,129.9,15
Logic,2019,77.7,77.2,57.0,136.0,18
Loka,2018,78.2,89.3,61.8,148.0,1
Lola Blanc,2019,55.1,74.2,61.4,160.1,1
Lola Club,2018,70.0,60.1,96.3,178.0,1
Lola Indigo,2019,75.2,82.2,74.7,94.5,2
Lolita,2019,74.3,59.4,45.8,110.0,1
London Grammar,2014,71.0,70.6,17.8,128.0,1
London Jae,2015,89.0,39.3,35.8,113.4,2
Lone Tusker,2019,76.3,74.8,52.2,118.0,2
Lonely The Brave,2014,29.4,92.9,26.0,165.2,1
Lonely in the Rain,2018,49.4,57.7,7.3,95.4,2
Lonely in the Rain,2019,66.1,51.6,16.3,118.0,5
Long Hollow Wave,2018,66.0,74.6,47.5,115.0,2
Look Project DJ,2019,56.2,94.4,27.6,130.0,1
Lookas,2015,69.0,74.0,36.3,144.9,1
Lookas,2016,60.5,96.9,40.3,150.1,1
Looking Glass,1905,71.5,62.5,82.6,125.3,1
Loonie,2013,76.1,96.4,80.7,103.0,1
Loop Schrauber,2019,79.0,14.6,84.4,131.6,2
Loosid,2016,62.7,97.1,31.5,126.0,1
Loote,2018,77.5,65.6,69.8,110.0,2
Loote,2019,59.0,55.6,45.9,152.6,3
Lord ADL,2019,58.9,45.7,72.0,101.6,1
Lord Finesse,1996,76.9,75.2,52.7,90.2,1
Lord Huron,2017,44.1,36.9,11.5,174.2,1
Lord Siva,2019,64.4,68.5,43.6,87.0,1
Lorde,2013,68.6,49.0,35.8,98.7,4
Lorde,2017,57.8,57.9,20.2,126.9,2
Lords Of The Underground,1993,87.4,67.6,59.3,98.3,2
Loredana,2019,75.2,52.6,64.3,195.9,1
Lorena Blume,2019,65.8,33.4,64.1,80.7,1
Loreno Mayer,2019,56.3,86.7,20.3,131.0,3
Lorn,2018,9.9,9.6,2.8,87.9,1
Los Aguas Aguas,2019,44.3,61.7,66.4,90.0,1
Los Amigos Invisibles,2009,72.7,71.4,96.0,112.0,1
Los Amigos Invisibles,2017,74.1,83.7,78.0,120.0,1
Los Angeles Azules,2015,74.9,70.0,83.6,93.0,1
Los Angeles Azules,2018,79.6,49.9,79.8,94.0,1
Los Angeles Azules,2019,67.5,82.1,96.0,170.2,1
Los De La Nazza,2015,63.7,67.9,62.1,87.4,1
Los Del Rio,1993,92.3,67.9,96.5,103.0,1
Los Del Rio,2001,73.7,93.0,96.5,103.2,1
Los Delinquentes,2006,31.3,64.3,69.3,165.7,1
Los Espiritus,2019,58.1,55.6,88.6,91.5,1
Los Hermanos Rosario,2009,74.6,91.5,81.2,155.0,1
Los Hijos Del Pueblo,2009,84.1,86.0,91.5,112.0,1
Los Hitmen,2019,77.1,52.1,43.7,159.9,1
Los Lobos,1987,50.6,76.4,86.8,156.3,1
Los Rabanes,2000,76.5,89.2,82.5,126.1,1
Los Retros,2019,81.6,46.4,96.3,89.6,1
Los Rumberos,2017,73.6,49.9,54.3,171.9,1
Los Rumberos,2019,72.4,81.1,50.8,103.0,1
Los Tetas,2012,64.6,68.3,66.8,76.9,1
Los Tucanes De Tijuana,2017,84.4,71.7,96.5,145.1,1
Losless,2018,77.2,67.2,6.6,124.0,1
Lost Chameleon,2019,68.7,90.2,47.7,127.0,1
Lost Child,2019,59.6,54.5,22.6,83.0,1
Lost Frequencies,2014,81.6,51.2,65.9,127.0,1
Lost Frequencies,2015,66.5,67.8,56.4,124.1,3
Lost Frequencies,2016,69.0,65.4,43.0,122.8,5
Lost Frequencies,2017,66.2,82.6,34.8,111.7,4
Lost Frequencies,2018,72.6,77.9,53.4,123.9,3
Lost Frequencies,2019,71.0,59.6,26.0,110.0,3
Lost Kings,2015,66.6,93.2,64.5,105.9,1
Lost Kings,2016,53.1,90.7,31.6,154.9,1
Lost Kings,2017,64.3,79.6,43.4,105.6,4
Lost Kings,2018,54.7,78.9,34.5,129.9,1
Lost Kings,2019,66.5,77.6,54.4,136.7,9
Lost My Name,2015,69.3,73.4,82.8,132.0,1
Lost Stars,2019,74.9,72.4,62.4,99.6,3
Lost Years,2012,52.7,89.4,20.3,120.0,1
Lostboycrow,2016,69.5,65.9,43.1,121.4,3
Lostboycrow,2017,64.2,55.8,51.0,156.0,1
Lou Bega,1999,62.2,80.7,89.2,174.1,1
Lou Ella,2019,66.4,23.1,12.7,90.0,1
Lou Gramm,1987,66.4,69.5,65.6,113.8,1
Lou Rawls,2004,47.4,41.1,47.5,90.6,1
Lou Rawls,2006,62.2,49.4,49.0,120.0,2
Lou Reed,1972,54.6,55.5,63.6,116.9,3
Lou Reed,1989,55.0,70.6,88.0,131.1,1
Loud Luxury,2017,75.2,76.4,58.2,122.0,2
Loud Luxury,2018,70.9,81.0,43.3,123.5,2
Loud Luxury,2019,77.6,79.4,68.7,122.7,4
Louis Baker,2018,76.1,15.3,33.2,112.8,1
Louis Baker,2019,81.4,43.8,83.2,89.0,1
Louis Futon,2016,66.2,84.8,57.5,89.0,1
Louis Futon,2017,69.3,66.4,54.2,96.1,1
Louis Mattrs,2015,69.1,52.5,60.4,89.9,1
Louis The Child,2015,83.7,49.2,41.7,86.0,1
Louis The Child,2017,75.3,60.2,55.5,94.1,1
Louis The Child,2018,78.3,53.7,39.2,114.0,2
Louis The Child,2019,65.3,56.5,16.5,125.0,1
Louis Tomlinson,2017,68.3,53.0,64.5,75.0,1
Louis Tomlinson,2019,43.8,79.0,47.3,150.2,2
Lourena,2018,83.2,48.4,83.0,142.1,1
Lourena,2019,65.8,42.6,42.6,74.5,1
Lous and The Yakuza,2019,84.1,53.5,38.0,145.0,1
Louzada,2019,41.6,92.0,49.5,125.6,3
Love Beans,2018,77.8,69.3,21.9,110.0,1
Love Canon,2012,55.1,68.5,58.4,102.7,3
Love Canon,2014,81.8,54.8,62.9,105.0,1
Love Canon,2018,64.2,69.8,62.8,112.0,1
Love Harder,2019,91.6,41.1,40.7,126.0,1
Love Taps,2019,71.5,81.3,67.1,102.0,1
Love and Rockets,1989,70.0,56.9,92.4,118.8,1
LoveLeo,2019,84.2,36.8,71.3,80.0,1
Loverboy,1905,51.5,76.6,77.4,146.9,1
Lowen,2019,65.4,68.8,26.8,120.0,1
Lowkey,2016,76.8,57.6,10.5,125.0,1
Loyle Carner,2017,78.6,63.0,34.4,92.5,2
Loyle Carner,2018,75.2,58.4,26.4,94.9,1
Loyle Carner,2019,78.3,63.3,41.2,92.1,5
Lreds,2019,55.3,69.6,34.8,156.0,1
Lstn,2019,66.9,72.2,18.0,116.0,2
Luca C,2011,93.4,71.8,77.3,118.0,1
Luca Debonaire,2019,72.3,90.5,39.9,124.0,1
Luca Lento,2010,78.6,93.2,88.8,127.0,1
Luca Schreiner,2017,62.7,73.4,34.3,105.0,1
Luca Testa,2019,48.8,97.6,37.8,75.0,1
Lucah,2019,65.3,33.5,14.6,120.0,1
Lucas Arnau,2004,71.8,75.9,77.3,95.9,1
Lucas Coe,2019,50.6,46.7,37.2,112.0,1
Lucas Estrada,2018,69.7,78.4,48.0,114.6,4
Lucas Estrada,2019,69.1,78.3,49.1,114.3,7
Lucas Lucco,2019,80.9,84.8,76.8,125.0,1
Lucas Muto,2019,93.3,33.1,55.5,124.0,1
Luccas Carlos,2019,61.5,69.9,46.4,168.0,1
Lucchii,2020,51.2,87.7,31.7,128.2,1
Lucha,2019,55.5,94.5,51.4,144.0,2
Luche,2019,78.0,52.1,64.3,160.1,1
Lucho,2019,70.8,58.8,26.2,120.0,1
Lucho SSJ,2018,79.1,55.0,32.6,91.6,2
Lucho SSJ,2019,74.6,71.2,67.0,125.6,2
Lucian,2019,79.3,44.1,46.1,144.5,1
Luciano,2017,74.4,69.4,57.8,121.5,2
Lucie Silvas,2018,35.5,42.5,23.0,138.6,2
Luck Wallace,2014,49.7,59.2,35.2,108.8,4
Lucky Daye,2019,60.1,52.1,53.3,95.0,5
Lucky Kilimanjaro,2018,65.3,74.2,74.0,122.0,1
Lucky Luke,2017,83.0,76.1,15.5,125.8,4
Lucky Luke,2018,80.5,61.3,22.8,124.9,7
Lucus,2019,67.7,38.9,50.7,100.0,1
Lucy Dacus,2016,59.5,77.2,34.5,134.9,1
Lucy Dacus,2019,43.7,76.4,42.6,77.0,1
Lucy Hale,2011,73.2,83.7,88.3,125.0,1
Lucy Neville,2017,71.3,66.6,11.1,110.0,1
Lucy Pearl,1905,79.3,59.1,78.6,94.0,4
Lud Foe,2019,63.9,55.9,10.3,77.6,1
Ludacris,2000,73.8,82.6,69.1,126.3,5
Ludacris,2001,76.5,74.0,77.2,128.6,5
Ludacris,2003,70.2,82.1,75.4,141.2,3
Ludacris,2004,61.8,78.5,56.8,134.5,7
Ludacris,2008,55.8,77.3,59.3,98.1,1
Ludacris,2010,56.3,64.6,49.7,96.4,4
Ludmilla,2019,77.6,86.4,70.1,135.0,1
Ludomir,2016,59.8,64.7,19.4,100.0,1
Ludvig Forssell,2019,28.2,42.8,3.9,83.6,1
Ludvigsson,2019,68.9,80.4,40.5,118.7,3
Luh Kel,2019,73.2,72.2,48.4,134.6,3
Luigi e Leandro,2019,76.2,77.5,63.9,128.0,1
Luis DH,2019,63.5,74.3,30.5,95.1,1
Luis Enrique,2009,65.3,82.7,73.3,95.2,1
Luis Enrique,2019,63.5,54.6,83.2,123.0,2
Luis Felipe Gonzalez,1905,76.5,85.8,96.1,100.4,1
Luis Fonsi,1905,31.0,66.3,40.7,172.8,1
Luis Fonsi,2014,70.5,58.4,69.6,143.0,2
Luis Fonsi,2017,65.6,80.9,83.9,178.0,2
Luis Fonsi,2018,82.6,81.2,91.8,100.5,2
Luis Fonsi,2019,70.0,71.5,69.6,117.6,5
Luis Miguel,1905,61.0,67.7,44.4,104.0,1
Luis Miguel,1987,78.0,87.7,90.9,133.3,1
Luis Miguel,1988,49.1,50.8,27.8,119.1,3
Luis Rodriguez,2019,66.0,98.8,24.7,126.0,1
Lukas Graham,2016,76.5,47.3,34.0,120.0,1
Lukas Graham,2019,58.2,61.4,30.0,92.3,1
Luke,1997,81.3,86.3,56.0,138.0,1
Luke Adamson,2019,87.0,38.0,73.0,120.0,1
Luke Bond,2019,53.4,97.7,15.0,130.0,1
Luke Bryan,2011,64.5,90.4,67.1,106.0,1
Luke Bryan,2015,59.7,86.0,81.8,172.1,1
Luke Coulson,2019,69.7,36.8,16.9,122.0,1
Luke DB,2020,62.4,93.2,60.0,125.0,1
Luke Helmond,2019,42.8,62.1,27.1,90.0,1
Luke Robert White,2019,57.0,29.3,10.4,121.0,1
Luke ST,2018,72.9,76.1,37.4,124.0,1
Luke Thompson,2015,70.7,56.7,74.9,116.0,1
Lulleaux,2017,65.1,76.0,67.3,96.2,1
Lulleaux,2019,69.2,78.1,41.1,120.0,1
Luna Shadows,2019,56.4,82.6,41.7,122.0,1
Lunay,2018,61.8,74.3,58.9,180.0,1
Lunay,2019,73.7,81.3,80.2,121.0,6
Lunchmoney,2018,71.1,38.7,59.8,79.0,1
Lunchmoney,2019,75.5,38.3,33.3,79.8,1
Lund,2016,78.5,46.8,9.1,127.0,2
Lungfulls,2018,59.2,54.6,58.2,89.7,2
Luniz,1995,60.0,70.6,58.0,173.9,1
Luny Tunes,2003,82.4,71.1,64.5,94.6,5
Luny Tunes,2015,71.5,96.4,53.5,92.0,1
Lupe Fiasco,2007,54.5,78.8,51.5,88.0,2
Lupe Fiasco,2017,85.2,70.4,78.6,95.3,2
Lush Life,2014,72.8,41.8,33.8,123.8,1
Lustra,1905,31.7,88.7,54.4,174.0,1
Luther Ingram,2008,50.2,45.1,53.1,140.5,1
Luther Vandross,1981,73.4,58.3,76.0,109.9,1
Luther Vandross,2012,42.4,38.2,16.4,110.7,1
Luude,2019,62.1,88.9,15.5,126.0,1
Luuk Van Dijk,2018,83.4,55.7,71.5,126.0,1
Luz Casal,1989,56.4,80.4,68.1,169.6,1
Luz Pinos,2019,84.5,40.3,37.7,135.0,1
Lvly,2018,68.6,80.1,46.2,128.0,2
Lvne,2019,81.4,79.3,6.5,110.0,1
LxngCat,2019,65.1,87.1,15.1,140.0,1
Lyanno,2018,83.5,78.2,64.5,128.0,1
Lyanno,2019,78.0,67.9,65.7,115.5,2
Lyente,2018,69.0,68.9,30.7,131.9,1
Lyfe Jennings,2004,44.6,40.1,64.7,82.9,1
Lykke Li,1905,59.9,53.3,60.7,122.3,1
Lykke Li,2011,78.6,69.6,30.6,122.0,1
Lykke Li,2014,65.0,90.3,54.5,120.0,1
Lylos,2018,85.7,42.0,58.9,110.0,1
Lym en,2019,86.5,82.2,61.6,115.0,1
Lyn Collins,2005,75.5,70.1,73.8,112.8,1
Lynn Hayek,2019,56.9,86.5,27.8,93.4,1
Lynyrd Skynyrd,1905,64.4,82.3,91.7,133.4,1
Lynyrd Skynyrd,1973,42.2,75.2,40.3,120.5,1
Lynyrd Skynyrd,1974,59.6,60.5,88.6,97.8,1
Lynyrd Skynyrd,1991,25.5,54.5,56.9,145.6,1
Lynyrd Skynyrd,2008,47.0,64.2,73.7,132.2,16
Lyre Le Temps,2010,72.7,96.5,94.1,130.0,1
Lyre Le Temps,2013,74.0,76.2,82.9,115.1,1
Lyre Le Temps,2016,49.7,91.5,73.9,204.5,1
M Huncho,2019,89.7,53.8,49.9,115.0,1
M O P,2010,63.6,86.4,81.3,96.7,1
MACAN,2019,88.2,56.7,74.6,85.0,1
MACHADO,2019,69.6,87.9,31.5,132.0,1
MADDOW,2018,80.5,96.1,60.1,128.0,1
MAGIC GIANT,2017,22.9,87.1,39.5,87.0,1
MAKJ,2014,67.5,92.8,9.4,128.0,2
MAKJ,2019,63.0,96.8,60.6,150.0,1
MALIA,2017,92.4,29.7,54.7,105.0,1
MALIYA,2019,57.3,78.8,23.5,96.9,1
MANI NBISH,2017,76.4,82.6,84.9,105.0,1
MARIA,2019,88.0,75.8,54.9,150.0,1
MARINA,2015,75.9,76.0,73.1,120.0,1
