track_artist,released_year,danceability,energy,valence,tempo,number_of_songs
Velvet Revolver,1905,47.8,97.4,26.8,141.1,1
Vendredi,2019,79.1,87.7,66.6,120.0,1
Vengaboys,1905,79.4,85.0,93.6,128.6,4
Venomenal,2019,69.1,86.2,39.3,124.7,3
Ventino,2018,82.0,68.3,56.6,108.0,1
Ventino,2019,50.9,28.9,30.7,128.8,1
Vera Blue,2019,41.5,33.4,35.9,199.9,1
Vera Pedro,2019,45.6,50.2,43.9,159.7,1
Veridian,2019,48.7,84.7,30.9,128.1,1
Veronica Maggio,2009,53.3,92.8,19.6,124.4,1
Verses,2018,51.7,65.8,37.0,113.7,3
Verses,2019,66.0,54.6,20.3,139.9,1
Vertical Mode,2016,66.7,95.3,17.1,138.0,1
Vettafaen,2019,66.2,87.9,11.8,140.0,1
Veysel,2014,69.0,73.6,28.7,91.1,1
Veysel,2017,56.8,88.0,40.7,123.7,1
Veysel,2020,69.0,63.9,6.8,142.0,1
Vgm,2020,59.3,83.4,84.3,93.0,1
Vhask,2019,69.7,82.6,10.5,126.0,1
Vhsceral,2018,67.9,45.0,36.4,80.1,1
Vibarco,2019,64.2,66.2,67.2,138.6,2
Vic Badillo,2019,70.4,57.3,89.0,96.0,1
Vic Mensa,2015,72.0,75.1,48.7,125.0,1
Vic Mensa,2016,55.9,43.7,48.5,79.8,1
Vic Mensa,2018,83.6,70.3,21.1,145.0,1
Vic Roz,2019,65.1,65.9,52.6,126.0,1
Vice,2016,78.4,71.4,13.1,120.0,1
Vice,2017,74.1,55.9,46.6,102.0,1
Vicente Cifuentes,2018,77.7,60.3,87.9,127.0,1
Vicente Garcia,2016,80.9,50.8,73.2,122.0,1
Vicente Garcia,2019,77.6,70.0,73.1,133.2,4
Vicetone,2013,65.1,81.7,40.1,128.0,4
Vicetone,2014,67.2,78.0,30.2,127.0,2
Vicetone,2015,56.6,81.9,35.0,127.0,4
Vicetone,2016,63.2,87.6,37.2,124.5,2
Vicetone,2017,61.3,70.1,28.8,124.1,1
Vicetone,2018,62.0,74.9,40.2,112.0,2
Vicetone,2019,53.9,71.5,49.6,128.1,1
Vicetone vs Nico Vega,2013,43.5,90.6,18.9,128.1,1
Viciouz Beatz,2013,87.8,73.7,56.0,126.0,1
Viciouz Beatz,2019,79.2,81.2,65.4,124.5,2
Vick Allen,2012,65.7,67.5,88.3,88.0,1
Victor Ruiz,2018,76.2,86.8,4.0,126.0,1
Victor Tellagio,2019,65.6,88.5,50.8,128.0,1
Victoria Justice,2013,66.2,85.9,40.5,91.9,1
Victorious Cast,2012,61.6,91.0,71.4,150.0,1
Victors,2016,54.8,89.9,55.2,119.0,1
Vide,2020,37.9,56.5,38.5,86.0,1
Vidojean X Oliver Loenn,2019,60.9,91.7,25.2,123.0,1
Vieja Trova Santiaguera,1994,49.4,43.5,81.9,88.6,1
View,2019,63.2,59.4,32.3,114.7,2
Vigel,2019,48.8,99.3,23.7,132.0,1
Vigiland,2015,77.1,82.2,47.8,128.0,3
Vigiland,2016,82.7,71.2,13.3,128.0,1
Vigiland,2018,69.8,73.9,47.3,126.5,2
Vigiland,2019,71.8,59.4,53.4,124.2,1
Viigo,2016,56.6,62.8,55.4,176.1,1
Vilamarea,2019,76.4,62.4,48.5,112.0,1
VillaBanks,2019,95.0,59.4,63.2,103.0,1
Village People,1905,75.0,78.5,75.2,126.4,1
Villamizar,2014,74.9,92.7,50.7,109.0,1
Vilma Gil,2001,64.3,96.5,85.3,125.6,1
Vince Staples,2015,92.5,54.8,9.2,100.0,1
Vince Staples,2017,89.3,55.1,69.7,100.0,1
Vince Staples,2019,87.0,68.4,79.2,147.0,2
Vini Vici,2018,59.3,99.2,7.5,138.0,1
Vinil,2019,69.0,68.7,61.5,124.9,1
Vinny Vibe,2019,71.1,89.3,34.1,124.0,1
Vinsand,2019,68.7,58.1,29.8,126.0,1
Vintage Culture,2018,73.9,56.4,18.1,123.9,2
Vintage Trouble,2015,64.9,94.4,48.9,126.1,1
Vinyl Theatre,2014,60.8,89.9,65.2,105.0,1
Vinyl Theatre,2017,61.9,71.1,30.9,91.0,1
Vinylshakerz,2009,78.9,80.8,64.0,125.0,1
Violadores Del Verso,1905,88.5,87.7,89.0,92.0,1
Violent Femmes,1905,71.3,41.0,88.5,97.0,2
Violent Femmes,1991,61.7,51.8,82.6,114.8,2
Violent Idols,2019,51.2,97.2,30.5,90.1,1
Virginia To Vegas,2014,59.7,92.4,58.1,100.0,1
Visage Music,2017,92.1,40.1,26.8,122.0,1
Visage Music,2018,83.7,72.5,3.9,120.0,1
Vitalic,2017,77.0,63.2,42.4,124.0,1
Vitamin Z,1905,75.1,76.2,77.8,109.7,1
Vitya AK,2012,80.3,66.0,70.8,170.0,1
Viva La Panda,2019,61.6,70.1,29.9,119.9,1
Viviana Edera,2019,45.8,75.8,11.2,103.0,1
Vivid Color,2017,71.2,61.0,34.4,111.0,1
Vivillain,2019,59.5,92.9,49.3,92.5,1
Vixen,1988,63.8,65.9,54.8,117.5,2
Volbeat,1905,37.4,90.3,42.9,109.1,1
Volbeat,2013,45.5,92.6,55.6,129.8,2
Volbeat,2019,42.2,95.0,35.7,164.1,2
Volkoder,2018,80.5,96.2,67.4,126.0,1
Voltio,2006,75.3,65.0,63.9,94.0,1
Voltio,2014,79.3,82.3,61.6,92.0,1
Vou pro Sereno,2019,50.0,67.2,53.8,80.5,1
Vox Eagle,2019,59.6,67.0,11.9,100.0,1
Vybz Kartel,2016,89.1,62.0,40.4,98.1,1
WALK THE MOON,2014,57.8,86.6,61.9,128.0,1
WALK THE MOON,2015,82.0,61.5,76.8,129.9,1
WALK THE MOON,2017,57.8,75.8,45.5,88.8,2
WALK THE MOON,2018,59.6,79.6,45.9,114.9,1
WALK THE MOON,2019,58.3,77.8,44.6,122.0,1
WALLA,2015,71.0,82.7,83.3,110.0,1
WALWIN,2019,67.7,87.9,72.5,112.0,1
WAPLAN,2019,70.6,73.4,39.5,100.0,1
WATEVA,2019,58.7,85.4,13.2,122.0,1
WC,2002,92.0,81.1,60.2,97.1,1
WC no Beat,2018,75.6,61.1,65.5,124.0,4
WC no Beat,2019,77.9,68.7,66.2,116.0,2
WDL,2016,47.4,68.4,8.2,95.0,1
WEN,2018,88.9,74.8,77.8,140.1,1
WHIPPED CREAM,2018,71.6,82.5,14.9,125.0,1
WHYLO,2018,77.0,79.6,30.8,102.0,1
WHYLO,2019,59.4,59.2,35.8,170.1,1
WILD,2015,49.9,94.0,47.7,112.0,1
WILD,2019,53.1,72.4,28.8,145.0,1
WILL K,2019,79.3,82.2,44.7,125.0,2
WILLOW,2015,76.4,70.5,67.2,101.0,1
WINNER,2014,87.6,76.6,77.1,105.0,1
WINNER,2019,79.7,72.2,87.8,128.0,1
WITCH,2017,70.4,46.3,51.4,127.6,1
WIU,2019,76.9,75.2,47.0,130.0,2
WOS,2018,81.7,80.3,34.8,110.2,1
WOS,2019,60.2,75.1,93.4,163.9,1
WUSA,2019,66.1,68.6,57.4,112.0,2
WVLNGTH,2019,54.7,79.3,57.4,125.0,2
WVLNGTH,2020,59.3,90.6,59.9,150.0,1
WYLD,2018,66.2,58.2,59.9,99.9,1
WYS,2019,66.9,43.6,39.2,90.0,1
Waahiid,2018,74.8,33.3,52.1,89.1,1
Wac Toja,2019,59.0,76.7,54.2,107.6,2
Wade B,2019,80.3,49.1,33.9,140.0,1
Waft Of Myst,2019,65.3,78.2,39.8,130.3,3
Wage War,2019,49.8,97.2,35.8,125.0,3
Wahlstedt,2013,68.7,99.2,6.1,128.0,1
Wahlstedt,2016,65.1,79.8,29.1,128.0,1
Wahlstedt,2017,57.7,61.3,36.4,155.0,1
Wahlstedt,2019,78.9,79.2,42.8,125.2,5
Waka Flocka Flame,2010,69.2,65.2,57.2,114.4,3
Wake Me,2017,52.3,91.9,15.1,134.0,1
Waldeck,2016,65.1,59.6,42.0,172.8,1
Waldeck,2018,86.0,76.2,93.5,112.0,1
Walden Ash,2018,74.8,64.2,34.3,85.9,1
Wale,2011,51.2,59.8,34.5,70.2,1
Wale,2017,80.3,67.3,34.1,125.7,3
Wale,2019,61.1,66.6,48.1,140.8,3
Walk Off the Earth,2015,61.7,70.4,38.4,120.0,1
Walk Off the Earth,2020,73.6,73.4,50.9,98.0,1
Wallaby,2019,66.3,75.2,44.2,119.6,3
Wallows,2017,49.7,91.4,38.5,148.9,1
Walter Eagan,2007,77.5,39.0,55.4,114.0,1
Wankelmut,2014,68.3,78.9,45.6,124.0,1
Wankelmut,2017,70.8,80.0,48.4,122.1,1
Wanna One,2017,72.2,82.7,50.9,125.0,1
Wanna Wake,2018,71.1,94.1,48.9,150.1,1
Wantigga,2016,85.4,72.3,35.9,118.0,1
War,1975,81.1,64.7,99.0,139.8,1
Warrant,1905,46.2,48.8,33.0,145.8,1
Warrant,1990,55.2,83.9,38.0,152.0,2
Warren G,1994,74.5,58.5,68.0,122.5,3
Warren G,2012,93.4,56.2,71.2,96.8,1
Warren G,2016,85.0,72.9,73.1,112.0,1
Warren Zevon,1978,69.6,70.0,83.8,98.9,2
Warren Zevon,1986,74.9,61.4,87.8,103.9,1
Wasback,2019,47.8,86.9,7.9,128.0,2
Washed Out,2010,34.0,73.7,49.9,172.0,1
Watch Out Stampede,2019,39.7,96.1,44.6,168.1,1
Waterparks,2016,58.1,92.2,59.6,118.4,1
Waterparks,2019,54.7,94.8,89.2,169.0,1
Watsky,2013,74.0,71.6,80.4,118.0,1
Wave Chapelle,2015,47.0,83.3,16.6,86.7,1
Wave Wave,2019,66.1,59.2,47.1,118.2,4
Wax Motif,2019,71.6,86.6,69.1,126.5,2
Waxwane,2020,64.7,61.3,27.0,130.0,1
Wayne Brady,2008,79.2,63.3,81.9,91.5,1
Wayne Brady,2019,62.7,57.3,42.3,133.9,1
Wayne Dreadski,2019,81.0,80.1,93.1,100.0,1
Wayward Sons,2019,59.5,89.0,72.4,143.0,2
We As Human,2011,50.3,92.6,36.6,125.5,2
Webbie,2008,72.5,43.1,19.9,174.1,1
Weedthief,2019,72.7,46.1,29.9,80.0,1
Weezer,1994,58.5,74.2,60.4,136.4,2
Weezer,1996,52.0,45.2,63.0,137.8,2
Weezer,2001,65.4,81.0,66.1,114.6,1
Weezer,2005,69.3,82.3,74.1,87.9,1
Weezer,2017,53.0,86.7,74.0,176.0,1
Weezer,2019,57.4,86.5,66.9,119.1,1
Weisser Quiff,2019,66.9,80.0,17.9,105.0,1
Weltmusik,2019,64.1,58.4,3.6,121.0,1
Wendy Rene,2005,42.2,17.1,36.3,187.0,1
Wenzel,2019,59.5,28.5,30.5,130.0,1
Werner Mill,2018,59.1,58.2,65.0,115.0,1
Werner Mill,2019,42.4,62.5,42.8,102.4,2
West Gold,2019,80.1,53.4,72.8,101.5,2
Westside Cartel,1905,96.8,55.1,61.7,107.0,1
Westside Connection,1996,85.0,60.6,51.8,110.3,5
Westside Connection,2001,92.0,54.3,46.3,93.0,1
Westside Connection,2003,87.6,64.9,45.4,93.0,2
Westside Connection,2007,74.8,77.3,87.3,77.9,1
Wet,2015,65.0,46.3,22.2,135.1,1
Wet,2016,56.3,18.2,11.5,129.9,1
Wett Brain,2019,83.1,50.9,23.6,120.0,1
Whadi Gama,2019,80.0,70.0,80.8,160.0,1
What So Not,2013,69.0,85.7,40.9,137.0,1
What So Not,2015,48.1,68.7,18.8,146.0,1
Wheats,2017,70.8,86.0,42.4,124.0,1
Wheatus,1999,62.5,85.0,63.3,94.7,1
When In Rome,1988,62.9,87.6,35.8,118.0,1
Where The Man,2019,66.9,58.6,34.7,100.0,1
Whethan,2016,71.8,73.0,40.4,137.0,2
Whethan,2018,71.4,48.7,46.1,99.6,2
Whethan,2020,55.4,83.5,6.6,117.9,1
Whigfield,1995,69.6,80.6,87.1,127.4,1
Whigfield,2013,73.5,86.8,96.5,130.0,1
Whiskey Myers,2019,51.3,83.5,61.8,115.0,2
Whistle,1905,65.5,57.0,65.2,132.9,4
Whistle Back,2017,55.7,70.2,53.8,139.9,1
White Arrows,2014,47.4,79.4,23.1,139.0,1
White Denim,2016,71.3,91.1,92.7,134.8,1
White Lies,2019,47.6,96.3,38.0,92.0,1
White Lion,1991,50.6,51.4,24.0,117.5,1
White Lion,2006,20.0,79.1,23.3,150.1,1
White Lion,2007,50.9,28.5,36.0,130.2,1
White Lion,2010,20.4,79.4,20.5,149.4,1
Whitesnake,1905,35.5,84.4,30.2,110.4,5
Whitesnake,1982,21.3,63.4,35.4,174.4,1
Whitesnake,1987,37.7,87.8,30.6,115.6,4
Whitesnake,1994,42.2,86.6,28.1,100.4,1
Whitesnake,2019,32.4,98.4,25.4,157.5,2
Whitney,2016,58.1,40.0,43.3,112.3,1
Whitney Houston,1985,63.2,37.0,49.3,106.2,4
Whitney Houston,1987,66.9,71.9,65.6,123.5,3
Whitney Houston,1990,72.6,89.9,70.4,133.1,2
Whitney Houston,1992,66.0,57.4,51.7,129.0,2
Whitney Houston,1998,77.0,47.5,47.4,82.5,1
Whitney Houston,2003,74.2,66.8,60.4,92.0,1
Who,2019,52.2,52.4,14.5,115.1,1
Why G,2019,83.9,45.1,74.9,148.0,1
Widemode,2019,74.8,89.9,48.6,126.0,1
Wiki,2018,81.2,59.3,74.9,146.3,1
Wiki,2019,52.7,64.1,57.0,87.3,1
Wiktoria,2020,80.7,62.5,49.4,104.0,1
Wild Cherry,1905,81.4,67.2,93.3,109.4,1
Wild Party,2014,53.6,72.1,64.3,118.4,3
WildVibes,2019,52.0,75.5,18.5,127.6,2
Wildcrow,2020,52.4,85.2,19.6,127.9,1
Wilder Woods,2019,55.8,41.9,31.0,80.1,1
Wilderlife,2019,43.5,72.6,38.9,148.0,1
Wildstreet,2012,55.2,86.9,49.9,135.0,1
Wildstreet,2019,66.2,87.6,67.5,129.0,1
Wildstylez,2015,57.4,94.3,19.3,132.0,1
Wiley,2019,81.2,73.3,74.8,108.1,3
Wilfrido Vargas,2019,66.2,94.1,96.3,147.3,1
Will Prime,2016,53.9,64.0,37.8,128.0,1
Will Smith,1997,88.1,87.4,85.8,107.9,1
Will Sparks,2013,82.8,79.7,54.4,128.0,2
Will Sparks,2014,53.2,65.9,58.6,127.3,1
Will Sparks,2018,44.2,90.4,3.6,108.8,1
Will Sparks,2019,50.4,85.3,8.7,133.3,3
Will Taylor James,2019,46.5,52.2,9.1,140.0,1
Will To Power,1988,75.7,69.8,75.8,123.3,2
William Bell,2007,33.0,42.0,76.1,140.3,1
William Black,2018,49.4,77.2,27.3,89.0,2
William Black,2019,54.8,69.1,20.9,150.7,3
William DeVaughn,2017,86.0,44.4,90.9,92.0,1
William Singe,2016,76.1,41.9,58.4,127.8,1
William Vivanco,2014,78.8,52.2,60.0,164.3,1
William Vivanco,2018,76.7,84.5,90.6,110.0,1
Willie Clayton,2006,71.1,66.6,82.2,174.1,3
Willie Nelson,1905,71.4,71.5,84.1,111.0,1
Willie Peyote,2019,58.0,81.2,47.9,92.2,1
Willy Paul,2019,77.5,66.4,91.1,95.0,1
Willy William,2015,74.2,91.9,55.6,100.0,1
Willy William,2017,61.4,72.2,26.0,103.9,1
Wilson,2018,49.1,87.0,21.0,103.1,1
Wilson Meadows,2014,50.2,40.1,81.0,100.2,1
Wilson Pickett,1905,49.3,41.6,63.8,129.3,2
Win and Woo,2016,62.8,68.1,35.0,105.0,1
Win and Woo,2017,64.2,52.5,25.2,96.1,1
Winati,2019,81.5,64.7,18.2,126.0,1
Winger,1905,57.7,67.6,67.6,96.0,1
Wings,1975,49.7,61.6,62.2,113.2,1
Wings,1976,76.4,41.2,72.6,109.8,4
Wings,2001,32.5,36.4,37.3,92.5,1
Wingtip,2016,66.0,62.5,28.3,100.0,1
Wink,1905,61.8,84.9,70.5,119.2,1
Wink,1988,78.4,94.4,75.7,116.1,1
Wink,1989,63.6,95.4,95.8,121.9,1
Wink,1990,63.7,93.4,51.9,125.0,1
Winne,2009,66.1,75.2,61.7,93.1,1
Winne,2010,68.9,76.3,58.9,81.0,1
Winning Team,2018,56.1,90.5,37.3,128.0,1
Winona Oak,2020,68.5,63.1,28.1,108.0,1
Winter Havens,2020,81.9,54.8,28.3,120.0,1
Wishbone Ash,1905,66.0,57.4,86.8,101.6,1
Wishbone Ash,2020,49.0,77.6,70.9,160.0,1
Wisin,1905,84.4,86.2,81.6,96.0,1
Wisin,2006,84.1,80.8,66.0,95.0,1
Wisin,2014,68.5,94.4,75.7,125.0,1
Wisin,2015,80.6,92.9,60.2,98.0,1
Wisin,2017,74.2,89.1,70.8,94.0,4
Within Shadows,2019,55.4,99.4,22.1,100.0,1
Within Temptation,2013,45.8,93.1,41.6,135.0,1
Within Temptation,2014,49.9,92.5,19.4,128.0,1
Within The Grey,2019,50.3,91.5,44.7,95.0,1
Wiwek,2015,71.7,98.3,7.7,128.0,1
Wiwek,2019,61.0,84.8,38.6,144.4,3
Wiz Khalifa,1905,68.9,48.1,28.3,80.0,1
Wiz Khalifa,2011,65.0,71.2,54.3,139.3,6
Wiz Khalifa,2012,80.8,75.0,39.6,120.0,2
Wiz Khalifa,2014,71.7,86.2,52.0,130.0,1
Wiz Khalifa,2015,65.1,74.1,38.6,168.0,1
Wiz Khalifa,2016,86.4,55.1,38.0,139.9,1
Wiz Khalifa,2018,79.4,61.7,43.2,112.0,4
Wiz Khalifa,2019,68.6,72.0,32.3,140.0,1
WizKid,2019,68.6,69.4,58.7,190.0,1
Wk,2019,86.6,60.9,78.4,139.3,2
Wo Fat,2009,32.9,78.6,30.1,140.8,1
Wolf Jaw,2019,25.9,91.9,30.0,162.2,1
Wolfgang Gartner,2013,58.6,85.3,46.7,128.0,1
Wolfgang Gartner,2018,66.2,66.5,33.2,127.9,1
Wolfgang Gartner,2019,67.0,84.8,40.2,126.5,2
Wolfgang Lohr,2016,82.5,84.5,76.4,123.0,1
Wolfgang Lohr,2017,88.6,71.2,49.0,123.0,1
Wolfgang Lohr,2018,82.0,86.7,72.4,124.3,4
Wolfgang Lohr,2019,80.8,82.0,70.1,125.5,2
Wolfgang Lohr,2020,73.3,83.7,91.1,121.1,1
Wolfine,2013,83.1,89.0,76.0,94.0,1
Wolfine,2017,90.9,49.3,84.4,94.0,1
Wolfmother,2006,24.2,86.6,31.4,134.1,2
Wolfpack,2014,64.6,94.5,9.6,128.0,1
Wolfpack,2019,61.2,97.5,45.3,127.5,3
Wolfsheim,1991,63.4,54.3,44.1,121.9,1
Wolfside,2016,62.9,79.9,65.9,118.0,1
Wolvero,2019,76.5,78.2,73.3,125.0,1
Wolves By Night,2019,72.5,85.0,54.2,122.0,1
Wonderful Humans,2014,45.1,83.9,36.8,140.2,1
Woodlock,2015,63.9,64.1,81.3,123.0,1
Woof Logik,2019,60.0,98.7,27.7,150.0,1
Worakls,2019,78.8,51.6,10.0,126.0,1
Wovenwar,2014,36.5,98.7,12.8,160.0,1
Wrabel,2017,62.2,50.3,33.1,114.5,2
Wreckshop Family,2004,79.3,55.7,75.0,75.8,1
Wun Two,2014,79.4,48.5,62.5,84.1,3
Wun Two,2016,63.6,14.8,56.5,81.0,1
Wun Two,2018,81.6,21.6,97.2,76.0,1
Wun Two,2019,72.2,33.1,65.0,99.2,4
Wun Two,2020,61.0,34.1,69.0,146.0,1
Wyclef Jean,2017,68.9,53.1,36.6,139.9,1
Wyko,2019,70.8,87.8,10.4,130.0,2
Wyko,2020,58.7,88.5,33.5,131.9,1
Wynardtage,2007,52.7,76.6,15.7,125.9,1
Wynardtage,2010,50.2,93.8,41.2,133.0,1
X Ambassadors,2015,52.6,68.0,49.4,122.5,2
X Ambassadors,2018,25.7,45.1,11.2,77.4,1
X Ambassadors,2019,55.2,71.6,51.3,117.0,3
X Dream,2006,63.9,92.8,3.8,142.9,1
X Lovers,2019,68.9,50.8,41.7,151.8,1
XLII,2019,79.7,97.0,56.8,108.0,1
XO,2017,60.3,44.6,30.0,140.2,1
XO Cupid,2018,63.6,63.0,45.4,104.8,1
XXXTENTACION,2017,79.0,62.3,40.6,133.8,5
XXXTENTACION,2018,78.8,62.4,49.1,102.7,3
XXXTENTACION,2019,79.9,52.6,74.6,129.9,1
XYZ,2011,42.6,96.1,61.6,171.4,1
Xabski,2019,62.6,62.0,27.7,103.4,1
Xander,2019,76.8,61.6,53.8,134.0,2
Xang,2019,83.5,52.3,25.7,115.1,1
Xantos,2015,68.8,71.9,60.5,88.0,1
Xassa,2019,63.5,54.7,46.4,76.0,1
Xavi,2017,76.1,63.9,31.4,100.0,1
Xavi The Destroyer,2019,81.3,66.0,64.1,84.0,1
Xavier White,2019,72.1,71.2,60.6,108.1,1
Xcelencia,2019,80.9,86.6,60.3,95.1,1
Xfruge,2018,78.4,31.6,61.7,170.0,1
Xinister,2019,78.3,83.6,68.7,150.0,1
Xotox,2013,51.4,98.8,39.9,120.0,1
Xscape,1993,69.2,35.3,73.0,80.9,1
Xscape,1995,71.0,54.5,63.2,140.2,1
Xscape,1998,77.3,30.9,42.0,128.1,1
Xuinn,2019,56.0,28.0,4.0,130.0,1
Xuitcasecity,2017,49.4,70.6,29.4,115.9,2
Xzibit,1905,93.5,60.8,82.9,96.9,1
Xzibit,1996,67.5,64.2,56.8,92.4,1
Xzibit,1999,85.2,72.1,89.9,92.4,1
Xzibit,2000,90.9,74.0,80.2,97.9,1
YACHT,1905,89.4,56.9,82.7,110.0,1
YAnna Crawley,2017,39.9,69.6,45.4,88.7,1
YBN Almighty Jay,2020,85.1,74.4,64.5,74.0,1
YBN Cordae,2019,65.9,62.8,40.1,144.2,3
YBN Nahmir,2017,80.6,57.4,41.4,82.5,2
YBN Nahmir,2018,73.4,75.1,56.0,162.0,1
YBN Nahmir,2019,65.6,67.5,47.5,162.8,1
YBS Skola,2019,86.0,54.2,67.4,150.0,2
YELLOW MAGIC ORCHESTRA,1981,61.9,88.5,79.1,125.6,1
YFN Lucci,2017,72.2,68.3,45.8,151.0,2
YG,2010,87.7,49.8,33.6,91.0,1
YG,2014,71.1,55.4,39.1,122.5,6
YG,2016,87.0,45.8,35.0,94.9,2
YG,2018,73.5,44.0,23.9,88.0,1
YG,2019,90.2,69.2,37.2,95.7,2
YK Osiris,2019,72.8,57.4,40.7,128.4,2
YL,2019,47.9,71.7,79.8,85.2,1
YNG Martyr,2019,77.9,43.5,52.5,188.2,1
YNKKX,2019,63.1,80.2,19.1,128.0,1
YNW Melly,2018,79.6,67.6,67.6,127.5,2
YNW Melly,2019,74.6,47.0,43.1,141.2,4
YOUNGJAE,2019,65.2,78.5,66.2,127.0,1
YSN Flow,2019,86.7,49.2,56.7,121.0,1
YUCIFER,2019,73.1,87.7,57.6,165.2,1
YULTRON,2019,56.2,89.2,29.2,150.0,1
YUNGBLUD,2019,54.4,80.4,59.5,121.0,2
YUTO,2019,83.4,82.3,87.2,128.0,1
YVR,2019,62.2,62.8,22.7,116.1,1
YZKN,2018,63.2,90.6,12.8,117.5,2
YZKN,2019,61.0,97.7,5.1,130.0,1
Yady,2019,79.4,52.5,26.5,160.1,1
Yaeji,2017,92.9,57.2,28.8,128.0,1
Yael Naim,2007,61.4,33.5,38.0,160.1,2
Yahir,2019,47.9,69.3,41.1,175.8,1
Yall,2015,47.9,71.4,49.0,98.2,1
Yammerer,2019,48.6,96.3,59.1,102.2,1
Yan Collazo,2019,70.9,80.2,85.7,177.1,1
Yan Cook,2018,78.4,71.9,17.5,128.0,1
Yanda,2007,71.5,54.9,71.8,122.3,1
Yandel,1905,79.2,71.2,92.9,95.0,1
Yandel,2013,69.4,75.5,46.1,97.9,1
Yandel,2017,79.1,80.8,73.2,121.4,3
Yandel,2018,76.5,61.3,28.4,97.0,1
Yandel,2019,76.2,78.2,63.1,93.0,2
Yann Muller,2019,75.7,77.1,51.2,115.7,3
Yannc,2018,79.9,69.0,68.2,106.0,1
Yarah Bravo,2014,89.0,40.9,49.6,93.0,1
Yariel,2018,73.6,72.4,79.8,90.0,1
Yarmak,2012,75.3,84.6,70.7,90.0,1
Yarmak,2017,75.6,75.4,65.0,84.9,1
Yarmak,2018,86.4,50.7,19.8,117.0,1
Yash Narvekar,2019,80.4,91.3,54.4,120.0,1
Yasmin Santos,2019,60.4,82.5,65.1,132.9,3
Yasper,2019,61.5,24.4,43.8,183.1,1
Yaw,2008,37.7,28.4,16.8,95.4,1
Yazmin Lacey,2017,64.0,59.4,56.3,103.4,2
Yazmin Lacey,2018,63.3,49.3,46.9,147.8,1
Yeah Boy,2015,39.4,30.1,5.8,81.2,1
Yeah Yeah Yeahs,2009,56.2,90.3,79.1,132.0,1
Yeasayer,1905,60.3,93.6,41.0,122.0,1
Yeasayer,2013,55.9,64.0,38.7,82.5,1
Yelhigh,2014,56.4,84.2,20.5,146.0,1
Yella Beezy,2018,44.9,68.4,30.4,122.9,1
Yello,2016,69.4,60.8,27.1,124.0,1
Yellow Claw,2013,82.9,69.5,36.9,102.0,1
Yellow Claw,2014,64.5,90.8,31.6,136.5,2
Yellow Claw,2015,63.4,90.5,54.3,127.0,2
Yellow Claw,2016,58.8,87.6,56.7,132.0,2
Yellow Claw,2019,64.1,85.4,29.8,150.0,3
Yellowcard,2003,47.7,90.7,30.4,81.3,1
Yellowcard,2013,55.5,77.3,86.3,162.0,1
Yelsid,2008,75.5,64.0,76.2,172.0,1
Yera,2018,60.1,70.8,70.9,153.8,1
Yera,2019,70.2,73.1,82.2,93.7,3
Yes,1905,38.2,60.5,14.7,141.1,1
Yes,1970,43.2,59.5,41.6,77.0,1
Yes,1971,41.1,84.5,39.1,132.9,1
Yes,1983,74.4,79.8,89.0,125.1,1
Yeyo,2018,70.8,80.3,81.7,98.0,1
Ying Yang Twins,2002,65.2,62.6,31.0,98.0,2
Ying Yang Twins,2003,71.3,74.4,57.1,114.0,3
Ying Yang Twins,2005,78.2,60.7,61.4,140.0,2
Yiyo Sarante,2016,57.9,66.1,94.5,83.7,1
Yiyo Sarante,2019,74.6,58.8,78.7,114.0,1
Ylvis,2013,70.3,86.7,54.6,128.0,1
Ymori,2018,69.8,50.3,76.2,115.0,2
Ymori,2019,74.2,35.8,66.8,79.9,1
Yo Gotti,2017,80.8,57.0,46.4,156.1,2
Yo Gotti,2019,93.2,67.2,38.4,120.1,2
Yo La Tengo,1997,62.8,45.5,85.8,102.1,1
YoSoyMatt,2019,66.4,27.0,20.8,180.1,1
Yogi,2015,68.9,93.5,39.1,146.0,1
Yogi Lang,2010,51.1,56.3,19.2,128.0,1
Yoke Lore,2017,47.0,67.0,21.9,83.9,1
Yoky Barrios,2014,81.0,69.5,74.1,87.0,1
Yola,1905,82.0,51.4,78.0,150.0,1
Yolanda Be Cool,2016,63.3,95.6,59.6,124.0,2
Yomo,2006,86.4,72.1,76.2,96.0,1
Yomo,2008,86.4,82.6,61.7,90.0,1
Yomo,2009,76.7,85.3,72.5,90.0,1
YonYon,2019,91.7,60.0,65.9,120.0,1
York Worship,2018,53.3,61.1,65.6,101.0,1
Yose,2020,83.9,60.3,51.5,116.0,1
Yoshi Flower,2019,75.7,67.3,48.2,107.2,1
Yoss Bones,2019,65.2,75.5,75.2,130.0,2
Yotam Avni,2017,76.2,60.0,4.8,126.0,1
Yotto,2018,63.7,87.5,11.2,123.5,2
Yotto,2019,55.4,83.0,33.1,123.0,1
Yotuel,2013,72.6,87.5,79.4,92.0,1
You Me At Six,1905,39.0,84.8,46.7,148.1,13
You Me At Six,2010,44.5,80.3,52.8,126.9,9
You Me At Six,2011,58.0,61.4,48.0,138.9,2
You Me At Six,2014,43.1,93.5,27.9,143.0,1
You Salsa,2018,58.2,82.6,57.1,175.9,1
You Salsa,2019,63.2,85.1,71.1,131.0,2
You in Mind,2017,63.3,80.8,33.4,120.0,1
Young Bleed,1998,78.8,45.1,30.2,90.0,1
