track_artist,released_year,averagePopularity,averagePopularity
Jon Magnusson,2017,13.0,13.0
Jon Pardi,2016,71.0,71.0
Jon Secada,1992,62.0,62.0
Jon Z,2016,68.0,68.0
Jon Z,2017,64.0,64.0
Jon Z,2019,65.0,65.0
JonEcks,2019,37.0,37.0
Jonah Baker,2020,54.0,54.0
Jonah Cruzz,2014,32.5,32.5
Jonas Aden,2016,1.0,1.0
Jonas Aden,2018,3.0,3.0
Jonas Aden,2019,3.0,3.0
Jonas Blue,2016,23.75,23.8
Jonas Blue,2017,50.0,50.0
Jonas Blue,2018,61.375,61.4
Jonas Blue,2019,66.6,66.6
Jonas Brothers,2007,65.0,65.0
Jonas Brothers,2008,56.5,56.5
Jonas Brothers,2019,79.25,79.2
Jonas Brothers,2020,73.0,73.0
Jonas Langer,2019,33.0,33.0
Jonasu,2019,51.0,51.0
Jonathan Moly,2019,42.0,42.0
Jonelle,2010,0.0,0.0
Jones Meadow,2019,46.666666666666664,46.7
Joni Haastrup,1905,1.0,1.0
Joni Haastrup,2009,40.0,40.0
Joni Mitchell,1970,69.0,69.0
Joniel El Lethal,2019,30.0,30.0
Jonna Fraser,2018,24.0,24.0
Jonna Torres,2019,37.0,37.0
Jonny Joel,2019,22.2,22.2
Jonny Joel,2020,19.0,19.0
Jonny Lang,1998,43.0,43.0
Jonth,2019,36.0,36.0
Joolz,1990,23.0,23.0
Joomanji,2013,45.0,45.0
Jordan Burns,2017,0.0,0.0
Jordan Fisher,2015,46.0,46.0
Jordan Fisher,2019,50.0,50.0
Jordan Jay,2019,40.0,40.0
Jordan Matthew,2019,31.0,31.0
Jordan Pruitt,2007,40.0,40.0
Jordan Rakei,2013,43.0,43.0
Jordan Rakei,2014,5.25,5.2
Jordan Rakei,2015,24.0,24.0
Jordan Rakei,2016,38.0,38.0
Jordan Rakei,2018,3.0,3.0
Jordan Rakei,2019,10.0,10.0
Jordan Solomon,2019,46.0,46.0
Jordin Sparks,2007,63.0,63.0
Jorge Blanco,2019,26.0,26.0
Jorge Drexler,2001,65.0,65.0
Jorge Drexler,2017,28.0,28.0
Jorge Drexler,2019,38.0,38.0
Jorge Gill,2019,29.0,29.0
Jorge Milliano,2019,58.5,58.5
Jorge Villamizar,2012,54.0,54.0
Jorge Villamizar,2015,42.0,42.0
Joris Voorn,2019,50.0,50.0
Jorja Smith,2016,19.333333333333332,19.3
Jorja Smith,2017,54.5,54.5
Jorja Smith,2018,51.4,51.4
Jorja Smith,2019,80.0,80.0
Jory Boy,2014,43.0,43.0
Jory Boy,2017,67.0,67.0
Jory Boy,2019,54.0,54.0
Jose Carlos Garcia,2019,45.0,45.0
Josef Og Elias,2019,63.0,63.0
Josef Salvat,2019,36.0,36.0
Josefine,2019,52.0,52.0
Joseph Crawford,2019,44.0,44.0
Joseph El De La Urba,2019,59.0,59.0
Joseph Tilley,2019,40.0,40.0
Josh A,2019,54.0,54.0
Josh Arce,2019,38.0,38.0
Josh Arce,2020,40.0,40.0
Josh Butler,2018,25.0,25.0
Josh Le Tissier,2019,45.0,45.0
Josh Rouse,2018,1.0,1.0
Josh Stanley,2019,41.333333333333336,41.3
Josh Thompson,2010,58.0,58.0
Josha Daniel,2019,40.0,40.0
Josha Daniel,2020,32.0,32.0
Joshi Mizu,2017,39.0,39.0
Joshua Perez,2019,29.0,29.0
Joss Stone,2003,44.0,44.0
Joss Stone,2011,36.0,36.0
Joss Stone,2012,0.0,0.0
Joss Stone,2015,29.0,29.0
Jost Esser,2019,49.0,49.0
Josue Del Cid,2017,28.0,28.0
Josue Diaz,2014,38.0,38.0
Josue Escogido,2017,35.0,35.0
Jota Y Leo,2015,0.0,0.0
Jotdog,1905,0.0,0.0
Jotdog,2012,0.3333333333333333,0.3
Jotdog,2015,0.0,0.0
Joules,2019,27.0,27.0
Journey,1905,53.125,53.1
Journey,1983,61.0,61.0
Jovanotti,2019,57.5,57.5
Jovem Dex,2019,63.6,63.6
Joven BTZ,2019,49.0,49.0
Joy Division,1905,53.5,53.5
Joy Division,1979,63.5,63.5
Joy Division,2008,71.0,71.0
Joy Enriquez,2015,15.0,15.0
Joy Kills Sorrow,2013,2.0,2.0
Joyce Santana,2019,31.0,31.0
Joyce Wrice,2016,46.0,46.0
Joyner Lucas,2018,75.0,75.0
Joyner Lucas,2019,74.0,74.0
Joywave,2015,56.0,56.0
Joywave,2020,56.0,56.0
Jozels,2020,29.0,29.0
Jozzy,2020,11.0,11.0
Juan Gabriel,1905,60.0,60.0
Juan Gabriel,1990,72.0,72.0
Juan Gabriel,2016,4.0,4.0
Juan Ingaramo,2019,49.0,49.0
Juan Pablo Vega,2019,48.0,48.0
Juan Pablo Vega,2020,41.0,41.0
Juan Rios,2019,49.0,49.0
Juanes,2002,69.5,69.5
Juanes,2005,51.0,51.0
Juanes,2012,6.5,6.5
Juanes,2017,32.0,32.0
Juanes,2019,68.5,68.5
Juccas,2019,20.5,20.5
Judah Banke,2017,9.0,9.0
Judas Priest,1905,65.33333333333333,65.3
Judas Priest,1977,32.0,32.0
Judas Priest,1978,53.0,53.0
Judas Priest,1998,0.0,0.0
Judas Priest,2009,0.0,0.0
Judas Priest,2011,0.0,0.0
Judas Priest,2017,23.0,23.0
Juhn,2019,67.5,67.5
Juice The Motion Picture Soundtrack,2012,0.0,0.0
Juice WRLD,2018,85.5,85.5
Juice WRLD,2019,84.6,84.6
Juicy Cola,2019,30.0,30.0
Juicy J,2013,65.0,65.0
Juicy J,2014,66.0,66.0
Juju,2020,71.0,71.0
Jules Kyng,2019,41.0,41.0
Julia Medina,2019,50.0,50.0
Julia Michaels,2017,64.0,64.0
Julia Michaels,2018,67.0,67.0
Julia Michaels,2019,72.5,72.5
Julia Sicone,2017,15.0,15.0
Julia Zenko,2019,15.0,15.0
Julian Calor,2014,27.0,27.0
Julian Calor,2015,11.75,11.8
Julian Calor,2018,24.0,24.0
Julian Daniel,2019,29.0,29.0
Julian Era,2019,47.0,47.0
Julian Jeweil,2017,31.666666666666668,31.7
Julian Jordan,2013,0.0,0.0
Julian Jordan,2016,10.0,10.0
Julian Jordan,2018,40.5,40.5
Julian Jordan,2019,45.2,45.2
Julian Kerins,2017,41.0,41.0
Julian Lage,2016,45.0,45.0
Julian Lennon,1905,22.0,22.0
Julian Lennon,1986,22.0,22.0
Julian Lennon,2008,36.0,36.0
Julian Perretta,2016,50.0,50.0
Julian Perretta,2019,45.0,45.0
Juliana Hatfield,1905,28.0,28.0
Julie,2008,0.0,0.0
Julie Bergan,2020,72.0,72.0
Julie Myers,2001,0.0,0.0
Julieta Venegas,2003,67.5,67.5
Julieta Venegas,2006,0.0,0.0
Julieta Venegas,2007,34.0,34.0
Julieta Venegas,2019,51.0,51.0
June Jissle,2019,40.0,40.0
Junge Junge,2015,5.0,5.0
Jungle,2014,53.666666666666664,53.7
Jungle,2018,52.0,52.0
Jungle Animals,2019,31.0,31.0
Junior J,2016,0.0,0.0
Junior J,2018,37.0,37.0
Junior Sanchez,2019,40.0,40.0
Junk Fujiyama,2017,26.0,26.0
Junko Ohashi,1905,31.625,31.6
Junko Ohashi,2003,36.0,36.0
Junkyard Drive,2019,37.0,37.0
Jus Jack,2015,14.0,14.0
Just A Gent,2014,47.0,47.0
Just A Gent,2015,60.0,60.0
Justice,2007,0.0,0.0
Justice,2016,44.0,44.0
Justin Bieber,2009,66.66666666666667,66.7
Justin Bieber,2010,40.0,40.0
Justin Bieber,2011,69.0,69.0
Justin Bieber,2012,72.0,72.0
Justin Bieber,2013,36.0,36.0
Justin Bieber,2015,78.25,78.2
Justin Bieber,2017,76.0,76.0
Justin Bieber,2020,95.0,95.0
Justin Hau,2019,15.0,15.0
Justin Jesso,2019,70.0,70.0
Justin Mylo,2016,0.0,0.0
Justin Mylo,2018,50.0,50.0
Justin Mylo,2019,41.0,41.0
Justin Prime,2019,30.6,30.6
Justin Quiles,2017,62.0,62.0
Justin Quiles,2018,32.5,32.5
Justin Quiles,2019,58.333333333333336,58.3
Justin Timberlake,2002,74.0,74.0
Justin Timberlake,2006,60.5,60.5
Justin Timberlake,2013,20.5,20.5
Justin Timberlake,2016,78.0,78.0
Justin Timberlake,2018,52.0,52.0
Justina Valentine,2020,24.0,24.0
Justnormal,2019,60.0,60.0
Jutes,2019,53.0,53.0
Juvenile,1998,44.0,44.0
Juvenile,1999,25.5,25.5
Juvenile,2003,33.75,33.8
Juvenile,2006,48.0,48.0
Juventa,2014,27.0,27.0
Juyen Sebulba,2020,34.0,34.0
Juze,2019,36.0,36.0
Jwonn,2014,0.0,0.0
K CAMP,2019,79.0,79.0
K Koke,2019,57.0,57.0
K Theory,2015,21.0,21.0
KAATO,2019,25.0,25.0
KAAZE,2014,0.0,0.0
KAAZE,2016,8.0,8.0
KAAZE,2019,45.2,45.2
KAAZE,2020,52.0,52.0
KAJ,2019,36.0,36.0
KAKTOV,2019,60.0,60.0
KALEO,2016,69.5,69.5
KALEO,2020,63.0,63.0
KALIM,2017,0.0,0.0
KALUMA,2019,53.0,53.0
KAMILLE,2019,45.0,45.0
KARD,2017,42.0,42.0
KARD,2019,65.5,65.5
KAROL G,2015,47.0,47.0
KAROL G,2017,57.0,57.0
KAROL G,2018,74.0,74.0
KAROL G,2019,81.66666666666667,81.7
KAS,2019,55.0,55.0
KAY JAM,2019,24.0,24.0
KAYE,2019,40.0,40.0
KAYTRANADA,2016,53.375,53.4
KAYTRANADA,2019,65.4,65.4
KAZZANOVA,2017,47.0,47.0
KBM,2019,25.0,25.0
KC Rebell,2014,41.0,41.0
KC Rebell,2015,42.0,42.0
KDL,2019,33.0,33.0
KDrew,2019,45.0,45.0
KEITA,2019,23.5,23.5
KENO,2019,34.0,34.0
KESI,2019,58.0,58.0
KEV,2018,0.0,0.0
KEVVO,2019,81.0,81.0
KEVVO,2020,56.0,56.0
KHEMIS,2019,0.0,0.0
KIDS SEE GHOSTS,2018,74.0,74.0
KILLY,2019,62.5,62.5
KISS,1975,75.0,75.0
KISS,1976,0.0,0.0
KISS,1978,68.0,68.0
KISS,1979,78.0,78.0
KISS,1983,63.0,63.0
KISS,1984,65.0,65.0
KISS,1989,2.0,2.0
KISS,1996,0.0,0.0
KISS,2002,0.0,0.0
KISS,2007,2.0,2.0
KISS,2008,0.0,0.0
KKG,2018,29.5,29.5
KLIMENT,2013,36.0,36.0
KLIMENT,2014,14.0,14.0
KLIMENT,2018,16.0,16.0
KLOEF TJR,1905,7.0,7.0
KLOEF TJR,2016,5.0,5.0
KLOUD,2019,47.5,47.5
KLOUD,2020,42.0,42.0
KLYMVX,2019,47.0,47.0
KM,2019,58.0,58.0
KOYO,2019,17.0,17.0
KREAM,2018,48.0,48.0
KRISM,2019,32.0,32.0
KRMA,2019,38.0,38.0
KSHMR,2014,15.4,15.4
KSHMR,2015,0.8,0.8
KSHMR,2016,20.0,20.0
KSHMR,2017,46.0,46.0
KSHMR,2018,55.4,55.4
KSHMR,2019,55.45454545454545,55.5
KSI,2019,79.0,79.0
KT Tunstall,2005,59.0,59.0
KURT,2018,60.5,60.5
KURT,2019,49.0,49.0
KVR,2019,51.0,51.0
KVSH,2017,66.0,66.0
KVSH,2019,69.0,69.0
KXNG Crooked,2003,2.0,2.0
KYLE,2017,64.0,64.0
KYLE,2018,72.0,72.0
KYLE,2019,67.0,67.0
KYOTI,2017,8.0,8.0
KaZo,2019,15.0,15.0
Kaam Bhaari,2019,48.5,48.5
Kaan Pars,2018,39.57142857142857,39.6
Kaan Pars,2019,47.0,47.0
Kaash Paige,2019,80.0,80.0
Kabah,1996,68.0,68.0
Kabe,2019,57.5,57.5
Kabe,2020,42.0,42.0
Kacey Musgraves,2015,52.0,52.0
Kacy Hill,2015,0.0,0.0
Kadhja Bonet,2015,45.0,45.0
Kadhja Bonet,2016,34.5,34.5
Kafka Tamura,2015,1.0,1.0
Kai Exos,2017,10.0,10.0
Kai the Kid,2019,34.0,34.0
Kaian Muniz,2019,23.0,23.0
Kailee Morgue,2018,59.0,59.0
Kaiser,2017,40.0,40.0
Kaiser Chiefs,2007,65.0,65.0
Kaivon,2019,39.0,39.0
Kajagoogoo,1905,57.0,57.0
Kalash,2015,0.0,0.0
Kalash,2018,62.0,62.0
Kaleida,2015,0.0,0.0
Kalerous,2019,14.5,14.5
Kali,2019,54.0,54.0
Kali Uchis,2015,57.0,57.0
Kali Uchis,2016,52.0,52.0
Kali Uchis,2017,26.0,26.0
Kali Uchis,2018,58.9,58.9
Kali Uchis,2019,69.0,69.0
Kalimba,2019,45.0,45.0
Kalimete,2020,31.0,31.0
Kaline,2019,48.0,48.0
Kalli,2019,58.0,58.0
Kalom,2019,54.0,54.0
Kambi,2019,52.0,52.0
Kamikazee,1905,56.0,56.0
Kansas,1905,75.5,75.5
Kansas,2008,33.0,33.0
Kany Garcia,2019,28.0,28.0
Kanye West,2004,29.333333333333332,29.3
Kanye West,2005,17.0,17.0
Kanye West,2007,8.5,8.5
Kanye West,2010,75.0,75.0
Kanye West,2012,64.0,64.0
Kanye West,2013,75.0,75.0
Kanye West,2016,73.5,73.5
Kanye West,2018,79.0,79.0
Kanye West,2019,80.0,80.0
Kaotix,2019,16.0,16.0
Kap G,2017,63.0,63.0
Kaptan,2015,0.0,0.0
Karamar,2019,29.0,29.0
Karan Aujla,2019,42.0,42.0
Karan Aujlaa,2019,5.0,5.0
Karasso,2019,1.0,1.0
Karavelo,2018,48.0,48.0
Kardinal Offishall,2019,42.0,42.0
Karen Harding,2014,6.0,6.0
Karen Wolfe,2009,34.0,34.0
Kari Faux,2016,14.0,14.0
Karibe Orquesta,2018,52.0,52.0
Karibe Orquesta,2020,40.0,40.0
Karim Mika,2018,41.0,41.0
Karkara,2019,27.0,27.0
Karl X Johan,2013,35.0,35.0
Karma,2019,42.0,42.0
Karma Fields,2015,0.0,0.0
Karma Kid,2014,0.0,0.0
Karmin,2014,63.0,63.0
Karyn White,1905,23.5,23.5
Karyn White,1988,45.0,45.0
Kasabian,1905,50.0,50.0
Kash Doll,2019,73.0,73.0
Kasille,2020,7.0,7.0
Kaskade,1905,18.0,18.0
Kaskade,2013,27.0,27.0
Kaskade,2014,0.0,0.0
Kaskade,2015,55.0,55.0
Kaskade,2018,39.0,39.0
Kaskade,2019,53.0,53.0
Kasket Club,1905,16.0,16.0
Kaspiyskiy Gruz,2014,27.0,27.0
Kaspiyskiy Gruz,2015,49.0,49.0
Kaspiyskiy Gruz,2016,28.5,28.5
Kaspiyskiy Gruz,2018,36.0,36.0
Kasta,2014,31.0,31.0
Kat Dahlia,2015,68.0,68.0
Kat Holland,2020,31.0,31.0
Kat Krazy,2016,18.0,18.0
Kat Krazy,2017,18.0,18.0
Katalyst,1905,0.0,0.0
Kate Bush,1978,68.0,68.0
Kate Candela,2020,39.0,39.0
Katy Perry,1905,55.0,55.0
Katy Perry,2008,69.0,69.0
Katy Perry,2010,64.0,64.0
Katy Perry,2012,70.6,70.6
Katy Perry,2013,75.33333333333333,75.3
Katy Perry,2017,56.55555555555556,56.6
Katy Perry,2019,63.0,63.0
Kauf,2013,1.0,1.0
Kausion,1995,44.0,44.0
Kav Verhouzer,2015,42.333333333333336,42.3
Kavabanga Depo Kolibri,2015,53.0,53.0
Kavinsky,2013,58.0,58.0
Kavv,2017,51.0,51.0
Kavv,2018,61.0,61.0
Kawe,2019,60.0,60.0
Kay One,2015,0.0,0.0
Kay Slice,2019,19.0,19.0
Kaydy Cain,2017,54.0,54.0
Kayo Genesis,2019,22.0,22.0
Kayzo,2020,48.0,48.0
Kazam,2019,53.0,53.0
Kazura,2019,26.0,26.0
Kazy Lambist,2016,58.0,58.0
Kazy Lambist,2018,55.0,55.0
Ke Personajes,2019,72.0,72.0
KeKe Wyatt,2001,52.0,52.0
Keala Settle,2017,78.0,78.0
Keane,2004,75.0,75.0
Keane,2013,0.0,0.0
Keanu Silva,2018,2.0,2.0
Keanu Silva,2019,53.5,53.5
Keaton Henson,1905,52.0,52.0
Keeyen Martin,2018,38.0,38.0
Kehele Keff,2019,39.0,39.0
Kehlani,2015,59.5,59.5
Kehlani,2019,38.0,38.0
Keith Cullen,2019,31.0,31.0
Keith Frank,2014,29.0,29.0
Keith Sweat,1905,40.54545454545455,40.5
Keith Sweat,2004,37.5,37.5
Keith Urban,2016,70.0,70.0
Keith Washington,1991,45.0,45.0
Kelela,2015,24.0,24.0
Kelis,1905,55.0,55.0
Kelis,1999,41.0,41.0
Kelis,2003,30.0,30.0
Kelly Clarkson,1905,71.0,71.0
Kelly Clarkson,2004,68.0,68.0
Kelly Clarkson,2011,73.0,73.0
Kelly Clarkson,2017,42.666666666666664,42.7
Kelly Price,1998,44.0,44.0
Kelly Price,2000,0.0,0.0
Kelly Price,2001,20.0,20.0
Kelly Price,2010,8.0,8.0
Kelly Rowland,2011,60.0,60.0
Kellylee Evans,2006,4.0,4.0
Kellylee Evans,2010,0.0,0.0
Kelmitt,2017,51.0,51.0
Kelvin Jones,2015,51.0,51.0
Kelvis Ochoa,2007,36.0,36.0
Kelvyn Colt,2017,59.0,59.0
Kelvyn Colt,2019,58.0,58.0
Kelypso,2019,37.0,37.0
Kem,1905,52.0,52.0
Kem,2004,42.5,42.5
Kemo The Blaxican,2010,0.0,0.0
Kempi,2009,25.0,25.0
Ken Clayton,2014,20.0,20.0
Ken Loi,2014,0.0,0.0
Ken Loi,2017,28.0,28.0
Ken Takano,2020,21.0,21.0
Kendra Morris,2013,19.666666666666668,19.7
Kendra Morris,2014,7.428571428571429,7.4
Kendrick Lamar,1905,64.75,64.8
Kendrick Lamar,2011,15.0,15.0
Kendrick Lamar,2012,46.666666666666664,46.7
Kendrick Lamar,2015,5.5,5.5
Kendrick Lamar,2017,75.83333333333333,75.8
Kendrick Lamar,2018,79.0,79.0
Keni,2019,44.0,44.0
Kenn Colt,2016,30.0,30.0
Kennedy Jones,2019,35.0,35.0
Kennedy Stephens,2019,49.0,49.0
Kenneth G,2016,18.0,18.0
Kenny Lattimore,1905,51.0,51.0
Kenny Lattimore,1996,27.0,27.0
Kenny Lattimore,1997,26.0,26.0
Kenny Lattimore,1998,24.5,24.5
Kenny Lattimore,2015,8.0,8.0
Kenny Loggins,1997,71.0,71.0
Kenny Man,2018,70.0,70.0
Kenny Man,2019,48.0,48.0
Kenny Wayne Shepherd,1997,59.0,59.0
Kensington,2019,54.0,54.0
Kent Jones,2016,66.0,66.0
Kenza Blanka,2020,29.0,29.0
Keo Nozari,2019,25.0,25.0
Keri Hilson,2009,65.0,65.0
Kesha,2010,70.0,70.0
Kesha,2012,73.0,73.0
Kesha,2019,67.0,67.0
Ketama,1988,23.0,23.0
Kevaz,2008,0.0,0.0
Kevcody,2019,51.0,51.0
Kevin,2019,49.0,49.0
Kevin Abstract,2016,58.0,58.0
Kevin Abstract,2019,3.0,3.0
Kevin Garrett,2016,0.0,0.0
Kevin Gates,2014,65.0,65.0
Kevin Gates,2016,70.0,70.0
Kevin Johansen,2019,51.0,51.0
Kevin Krust,2019,28.0,28.0
Kevin Lavitt,2019,24.0,24.0
Kevin Lyttle,2004,65.0,65.0
Kevin Roldan,2017,52.0,52.0
Kevin Roldan,2018,46.333333333333336,46.3
Kevin Roldan,2019,66.0,66.0
Kevin Ross,2019,57.0,57.0
Kevin Wild,2014,22.0,22.0
Kevitch,2019,54.0,54.0
Kevlah,2019,38.0,38.0
Kevoe West,2019,52.0,52.0
Kevu,2019,21.0,21.0
Kexxy Pardo,2019,43.0,43.0
Kexxy Pardo,2020,46.0,46.0
Key Crashers,2020,33.0,33.0
Keys N Krates,2015,56.0,56.0
Keys N Krates,2018,0.0,0.0
Keys of Philadelphia,2019,30.0,30.0
Keyshia Cole,2005,68.0,68.0
Khalid,2017,73.28571428571429,73.3
Khalid,2018,70.57142857142857,70.6
Khalid,2019,71.2,71.2
Khalid,2020,83.0,83.0
Khapter Two,2019,45.0,45.0
Kharfi,2019,41.666666666666664,41.7
Khea,2017,66.0,66.0
Khea,2018,19.571428571428573,19.6
Khea,2019,64.66666666666667,64.7
Khia,1905,52.0,52.0
Khia,2015,61.0,61.0
Khrebto,2018,0.0,0.0
Kia Shine,2007,35.0,35.0
Kianush,2019,77.0,77.0
Kianush,2020,70.0,70.0
Kiasmos,2017,62.0,62.0
Kiaz,2019,50.0,50.0
Kid Bloom,2016,60.0,60.0
Kid Buu,2019,44.0,44.0
Kid Cudi,1905,4.0,4.0
Kid Cudi,2008,50.0,50.0
Kid Cudi,2009,43.5,43.5
Kid Cudi,2010,23.333333333333332,23.3
Kid Cudi,2012,74.0,74.0
Kid Cudi,2013,0.0,0.0
Kid Elliot,2019,24.0,24.0
Kid Francescoli,2017,67.0,67.0
Kid Francescoli,2019,46.0,46.0
Kid Frost,1990,35.5,35.5
Kid Gallo,2019,28.0,28.0
Kid Ink,2013,3.0,3.0
Kid Ink,2015,36.0,36.0
Kid Kasino,2016,38.0,38.0
Kid Kenobi,2014,13.0,13.0
Kid Massive,2013,0.0,0.0
Kid Quill,2016,58.0,58.0
Kid Runner,2015,30.0,30.0
Kid Runner,2016,27.0,27.0
Kid Vicious,2013,0.0,0.0
Kidd Keo,2018,63.0,63.0
Kidd Keo,2019,69.0,69.0
Kiddo Toto,2019,63.0,63.0
Kidnap,2018,45.0,45.0
Kiesza,2014,57.0,57.0
Kiiara,2015,61.0,61.0
Kiiara,2016,56.0,56.0
Kiki Gyan,2012,53.0,53.0
Kill Paris,2015,2.0,2.0
Kill The Buzz,2017,30.0,30.0
Kill The Buzz,2019,35.0,35.0
Killakoi,2019,34.0,34.0
Killer Mike,2003,9.0,9.0
Killing Joke,1985,52.0,52.0
Killrude,2019,40.0,40.0
Killstation,2016,47.333333333333336,47.3
Killstation,2017,38.0,38.0
Killstation,2018,37.0,37.0
Killswitch Engage,2013,48.0,48.0
Killswitch Engage,2019,42.0,42.0
Kilo Ali,2017,13.0,13.0
Kilo Kish,1905,39.0,39.0
Kilo Kish,2016,38.0,38.0
Kim,2016,21.0,21.0
Kim Carnes,2007,62.0,62.0
Kim Petras,2017,59.0,59.0
Kim Petras,2019,55.333333333333336,55.3
Kim Viera,2019,39.0,39.0
Kim Wilde,1905,4.0,4.0
Kimberlee Ramirez,2017,38.0,38.0
Kimiko Kasai,1905,28.5,28.5
Kina,2018,85.5,85.5
Kina Grannis,1905,43.0,43.0
Kinder Malo,2019,55.0,55.0
Kindred The Family Soul,2005,40.0,40.0
Kindrid,2019,37.0,37.0
King Arthur,2016,0.0,0.0
King Arthur,2019,29.0,29.0
King Carter,2019,35.0,35.0
King Deco,2017,30.0,30.0
King Edi K,2019,39.0,39.0
King Floyd,1994,59.0,59.0
King Geedorah,2003,51.0,51.0
King Harvest,1972,49.0,49.0
King Lil G,2012,39.0,39.0
King Lil G,2014,57.0,57.0
King Lil G,2015,55.0,55.0
King Princess,2018,79.0,79.0
King T,2015,45.0,45.0
Kings of Leon,2003,0.0,0.0
Kings of Leon,2008,64.0,64.0
Kings of Leon,2010,59.0,59.0
Kings of Leon,2013,47.0,47.0
Kings of Leon,2016,65.5,65.5
Kinto Sol,1905,60.0,60.0
Kirk Franklin,1905,38.0,38.0
Kirk Franklin,2005,52.0,52.0
Kirk Franklin,2011,51.0,51.0
Kirko Bangz,2011,62.0,62.0
Kirmont,2019,20.0,20.0
Kishi Bashi,2013,55.0,55.0
Kito,2019,60.0,60.0
Kix,1988,49.0,49.0
Kiyamma,2009,2.0,2.0
Kiyotaka Sugiyama,1983,24.0,24.0
Kiyotaka Sugiyama,1984,36.5,36.5
Kiyotaka Sugiyama,1985,21.88888888888889,21.9
Kizo,2019,58.666666666666664,58.7
Kizo,2020,45.0,45.0
Klaas,2006,5.0,5.0
Klaas,2007,8.0,8.0
Klaas,2008,17.0,17.0
Klaas,2009,0.0,0.0
Klaas,2012,21.0,21.0
Klaas,2016,17.0,17.0
Klaas,2018,60.666666666666664,60.7
Klaas,2019,55.333333333333336,55.3
Klaas,2020,62.0,62.0
Klangkarussell,2014,40.0,40.0
Klasico,2016,63.0,63.0
Klave,2015,0.0,0.0
Klave,2019,26.0,26.0
Klaxons,1905,64.0,64.0
Klaxons,2014,0.0,0.0
Klaypex,2014,42.0,42.0
Klingande,2014,56.0,56.0
Klingande,2016,36.5,36.5
Klingande,2017,56.0,56.0
Klingande,2018,49.0,49.0
Klingande,2019,44.0,44.0
Kllo,2016,55.0,55.0
Klone Ambition,2016,22.0,22.0
Knapsack,2018,43.0,43.0
Knife Party,2013,42.0,42.0
Knife Party,2019,56.5,56.5
Knowmadic,2018,50.0,50.0
Knowmadic,2019,64.0,64.0
Knowsum,2019,49.0,49.0
Knowsum,2020,31.0,31.0
Knox Hamilton,2017,48.0,48.0
Knox Hamilton,2018,44.0,44.0
Knust,2019,43.0,43.0
Knust,2020,33.0,33.0
Kobra And The Lotus,2019,34.0,34.0
Kodak Black,2015,71.0,71.0
Kodak Black,2017,52.0,52.0
Kodak Black,2018,69.5,69.5
Kodaline,2015,51.0,51.0
Kodaline,2020,67.0,67.0
Kodie Shane,2019,40.0,40.0
Kodigo,2017,46.0,46.0
Kodigo,2019,40.0,40.0
Koen Groeneveld,2015,3.0,3.0
Koen Groeneveld,2016,20.0,20.0
Koen Groeneveld,2018,21.0,21.0
Koffee,2019,74.0,74.0
Kojey Radical,2017,30.0,30.0
Kojo Funds,2019,66.0,66.0
Kokane,2001,44.0,44.0
Kollegah,1905,0.0,0.0
Kollegah,2014,15.0,15.0
Kollegah,2015,1.0,1.0
Kollegah,2016,42.0,42.0
Kollegah,2017,0.0,0.0
Kollektiv Turmstrasse,2012,42.0,42.0
Kon Kan,1989,43.0,43.0
Kongsted,1905,3.0,3.0
Koni,2018,42.0,42.0
Konshens,2015,0.0,0.0
Konteks,2018,60.0,60.0
Konteks,2019,52.0,52.0
Kool Moe Dee,1905,0.0,0.0
Kool Moe Dee,1993,19.0,19.0
Kool Moe Dee,2009,17.0,17.0
Koos,2019,37.0,37.0
Koosen,2020,56.0,56.0
Koralle,2019,53.0,53.0
Kormac,2007,39.0,39.0
Kormac,2010,48.0,48.0
Kormac,2012,1.0,1.0
Korn,1998,70.5,70.5
Korn,1999,69.0,69.0
Korn,2005,71.0,71.0
Korn,2011,30.0,30.0
Korn,2016,52.0,52.0
Korn,2019,42.5,42.5
Kosinus,2013,11.0,11.0
Kosling,2018,39.5,39.5
Kota Banks,2016,2.0,2.0
Kota the Friend,2019,51.5,51.5
Kovan,2017,39.0,39.0
Kovan,2018,32.0,32.0
Kozypop,2018,30.0,30.0
Kraantje Pappie,2016,53.0,53.0
Kraddy,2011,0.0,0.0
Kraftwerk,1905,36.0,36.0
Kramder,2019,28.333333333333332,28.3
Kranium,2016,58.0,58.0
Krawk,2019,56.0,56.0
Krazyp,2019,24.0,24.0
Kreature,2018,11.0,11.0
KreisEckBeats,2019,21.0,21.0
Kretsen,2017,34.0,34.0
Krewella,2013,44.5,44.5
Krewella,2016,50.0,50.0
Krimsonn,2018,17.0,17.0
Kris Kross,1992,66.0,66.0
Kris Kross Amsterdam,2018,74.0,74.0
Kris Kross Amsterdam,2019,71.0,71.0
Kris Wu,2018,36.0,36.0
Kriss Raize,2016,24.0,24.0
Kriss Reeve,2020,29.0,29.0
Krokus,1905,52.0,52.0
Krokus,2000,22.0,22.0
Kroshwell,2020,4.0,4.0
Krys Talk,2014,46.0,46.0
Krystal Klear,2018,48.0,48.0
Ksenia,2019,39.0,39.0
Kuami Eugene,2020,30.0,30.0
Kubi Producent,2018,53.0,53.0
Kubi Producent,2019,51.0,51.0
Kuda,2019,37.0,37.0
Kukon,2018,55.0,55.0
Kulbir Jhinjer,2019,50.0,50.0
Kulturerbe Achim,2017,28.0,28.0
Kumbia Kings,2008,41.0,41.0
Kumi Koda,2019,35.0,35.0
